category,category_inch,frame_size,weight (lbs),engine,engine_position,engine_power,mph,battery_type,battery_chara_Wh,battery_chara_Ah,battery_chara_V,battery_position,Gearshift,Gears,Gearshift_Brand,Brakes_Type,Brakes_Model,Suspension_front_rear,Suspension_brand,Suspension_model,Permissible_max_weight_lbs,Lighting,Rack,Fenders,Company_Name,Price,Model_year,Frame_type,ebike_type
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,male,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4181,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4181,2018,low step,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4181,2018,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,low step,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,male,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,low step,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,female,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,3961,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,No,No,No,Kalkhoff,2640,2018,low step,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,No,No,No,Kalkhoff,2640,2018,female,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,No,No,No,Kalkhoff,2640,2018,male,Pedelec
TrekkingBike,28,"S,M",,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,11,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5Speed,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,5502,2018,female,Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,11,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5Speed,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,5502,2018,male,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,17,29,underpipe,derailleur,11,ShimanoDeoreXTDi2,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,No/No,,,287,Yes,Yes,Yes,Kalkhoff,6603,2018,male,Pedelec
,28,,,BoschPeformanceLineCruise,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoSLXM7000,No/No,,,265,Yes,No,No,Haibike,4071,2018,unisex,Pedelec
,28,,,BoschPerformanceLineSpeed,midengine,350,28,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramRival1,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,265,Yes,No,No,Haibike,4401,2018,unisex,S-Pedelec
,28,,,BoschPerformanceLineSpeed,midengine,350,28,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,MOBIE45,287,Yes,Yes,Yes,Haibike,4401,2018,unisex,S-Pedelec
,28,,,BoschPerformanceLineSpeed,midengine,350,28,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramRival1,11-Gang","['Hydraulische', 'Scheibenbremsen']",SramRival,No/No,,,265,Yes,No,No,Haibike,4952,2018,unisex,S-Pedelec
,28,,,BoschPerformanceLineSpeed,midengine,350,28,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/Yes,SRSuntour,AionLockout,265,No,No,No,Haibike,5502,2018,unisex,S-Pedelec
MountainBike/ATB,26,,53,YamahaPW-SE,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RockShox,BlutoRC,265,No,No,No,Haibike,5062,2018,unisex,Pedelec
,26,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT32,Yes/No,RockShox,RockShoxBlutoRCRemoteLockout,265,No,No,No,Haibike,3851,2018,unisex,Pedelec
,26,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,RockShox,RockShoxBlutoRCRemoteLockout,265,No,No,No,Haibike,4401,2018,unisex,Pedelec
,26,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/Yes,SRSuntour,"AxonRL-R,120mm,tapered",265,No,No,No,Haibike,5502,2018,unisex,Pedelec
,26,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,FOX,34FloatPerformance120mm,265,No,No,No,Haibike,7703,2018,unisex,Pedelec
MountainBike/ATB,28,"41,44,47,50",51,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreM6000,20-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT32,Yes/Yes,SRSuntour,"Aion35RC,150mm",265,No,No,No,Haibike,4401,2018,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TRPSlateG-SpecDouble-Piston,Yes/Yes,RockShox,"YariRC,150mm,tapered",265,No,No,No,Haibike,4952,2018,unisex,Pedelec
MountainBike/ATB,28,"41,44,47,50",51,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTM786ShadowPlus,20-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,FOX,"34FloatFactory,150mm,tapered",265,No,No,No,Haibike,5062,2018,unisex,Pedelec
MountainBike/ATB,28,"41,44,47,50",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,FOX,"34FloatFactory,150mm,tapered",265,No,No,No,Haibike,6052,2018,unisex,Pedelec
,28,,,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTM786ShadowPlus,20-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT7,Yes/Yes,FOX,"34FloatFactory,150mm,tapered",265,No,No,No,Haibike,6933,2018,unisex,Pedelec
,28,,,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroOrionHD-M745/TektroOrionHD-M735,Yes/Yes,SRSuntour,DuroluxRC2,265,No,No,No,Haibike,4842,2018,unisex,Pedelec
MountainBike/ATB,28,"42,44,46,48",57,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,RockShox,YariLyricRC180mm,265,No,No,No,Haibike,5502,2018,unisex,Pedelec
MountainBike/ATB,28,"42,44,46,48",49,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,RockShox,YariLyricRC180mm,265,No,No,No,Haibike,6273,2018,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,8,SramEX1,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7,Yes/Yes,RockShox,YariLyricRC180mm,265,No,No,No,Haibike,7153,2018,unisex,Pedelec
MountainBike/ATB,28,"42,44,46,48",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,8,SramEX1,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7,Yes/Yes,SRSuntour,DuroluxRC35LOR20QLC32-110650B+,265,No,No,No,Haibike,7703,2018,unisex,Pedelec
,28,,,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,10,"ShimanoZEEM640,10-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/Yes,RockShox,BoxxerPikeRCSoloAir,265,No,No,No,Haibike,5832,2018,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,10,ShimanoSaintM820,"['Hydraulische', 'Scheibenbremsen']",ShimanoSaintM820Aluhebel,Yes/Yes,FOX,40FloatFactory200mm,265,No,No,No,Haibike,8804,2018,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,9,"ShimanoAlivioM4000,9-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,NEXE25LO,287,No,No,No,Haibike,2751,2018,female,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,"ShimanoDeoreM6000,10-Gang","['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEXE25LO,287,No,No,No,Haibike,2420,2018,female,Pedelec
,28,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3081,2018,male,Pedelec
,28,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,"ShimanoDeoreM6000,10-Gang","['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEXE25LO,287,No,No,No,Haibike,2420,2018,male,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3081,2018,female,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,9,"ShimanoAlivioM4000,9-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,NEXE25LO,287,No,No,No,Haibike,2751,2018,male,Pedelec
,28,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3081,2018,female,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3191,2018,female,Pedelec
,28,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3081,2018,male,Pedelec
MountainBike/ATB,28,"S,M,L,XL,XXL",46,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,No,No,No,Haibike,3191,2018,male,Pedelec
MountainBike/ATB,28,"S,M,L",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,MOBIE45,287,No,No,No,Haibike,4071,2018,male,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,MOBIE45,287,No,No,No,Haibike,4071,2018,male,Pedelec
TrekkingBike,28,"S,M",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,hub,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreM6000,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,3961,2018,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,hub,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreM6000,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,3961,2018,male,Pedelec
TrekkingBike,28,"S,M",,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,8,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,4401,2018,female,S-Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,8,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,4401,2018,male,S-Pedelec
TrekkingBike,28,"S,M",,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,10,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,4732,2018,female,Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,underpipe,hub,10,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,287,Yes,Yes,Yes,Kalkhoff,4732,2018,male,Pedelec
,28,,,YamahaPW-SE,midengine,250,28,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCXD-LO,265,No,No,No,Haibike,3741,2018,male,S-Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroGemini,Yes/No,SRSuntour,"AxonLO-R,100mm,tapered",265,No,No,No,Haibike,3851,2018,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,RockShox,SIDRL,265,No,No,No,Haibike,5502,2018,unisex,Pedelec
,28,,,YamahaPW,midengine,500,20,Lithium-IonenAkku,400,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,XCRLO-RAir27.5,265,No,No,No,Haibike,2420,2018,unisex,Pedelec
,28,,,YamahaPW,midengine,500,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,XCRLO-RAir27.5,265,No,No,No,Haibike,2640,2018,unisex,Pedelec
,28,,,YamahaPW,midengine,500,20,Lithium-IonenAkku,400,14,36,underpipe,derailleur,10,"ShimanoDeoreM6000,10-Gang","['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,NEXE25LO,287,Yes,Yes,Yes,Haibike,2530,2018,female,Pedelec
City/Urban,28,"S,M,L,XL,XXL",55,YamahaPW,midengine,500,20,Lithium-IonenAkku,400,14,36,underpipe,derailleur,10,"ShimanoDeoreM6000,10-Gang","['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,NEXE25LO,287,Yes,Yes,Yes,Haibike,2530,2018,male,Pedelec
City/Urban,28,"S,M,L,XL,XXL",53,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3191,2018,male,Pedelec
,28,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3191,2018,female,Pedelec
City/Urban,28,"S,M,L,XL",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,9,"ShimanoAlivioM4000,9-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,NEXE25LO,287,Yes,Yes,Yes,Haibike,2861,2018,female,Pedelec
City/Urban,28,"S,M,L,XL",53,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3191,2018,female,Pedelec
City/Urban,28,"S,M,L,XL,XXL",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,9,"ShimanoAlivioM4000,9-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,NEXE25LO,287,Yes,Yes,Yes,Haibike,2861,2018,male,Pedelec
City/Urban,28,"S,M,L,XL,XXL",53,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3191,2018,male,Pedelec
City/Urban,28,"S,M,L,XL",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3301,2018,female,Pedelec
City/Urban,28,"S,M,L,XL",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoSLXM7000,"['Hydraulische', 'Scheibenbremsen']",ShimanoM365,Yes/No,SRSuntour,MOBIE45,265,Yes,Yes,Yes,Haibike,3631,2018,female,Pedelec
City/Urban,28,"S,M,L,XL,XXL",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,NCX-EB-DLOlockout,287,Yes,Yes,Yes,Haibike,3301,2018,male,Pedelec
City/Urban,28,"S,M,L,XL,XXL",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoSLXM7000,"['Hydraulische', 'Scheibenbremsen']",ShimanoM365,Yes/No,SRSuntour,MOBIE45,265,Yes,Yes,Yes,Haibike,3631,2018,male,Pedelec
,28,,,YamahaPW-SE,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCXD-LO,265,No,No,No,Haibike,3851,2018,male,Pedelec
TrekkingBike,28,"S,M,L,XL",57,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,MOBIE45,287,Yes,Yes,Yes,Haibike,4401,2018,female,Pedelec
,28,,,YamahaPW-SE,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTT8000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCXD-LO,265,No,No,No,Haibike,3851,2018,male,Pedelec
TrekkingBike,28,"S,M,L,XL,XXL",57,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,MOBIE45,287,Yes,Yes,Yes,Haibike,4401,2018,male,Pedelec
MountainBike/ATB,29,"S,M,L,XL",42,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroGemini,Yes/No,SRSuntour,"AxonLO-R,100mm,tapered",265,No,No,No,Haibike,3851,2018,unisex,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"ShimanoDeoreXTM8000ShadowPlus,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,RockShox,SIDRL,265,No,No,No,Haibike,5502,2018,unisex,Pedelec
,29,,,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreM6000,20-Gang","['Hydraulische', 'Scheibenbremsen']",TektroHD-M286,Yes/No,SRSuntour,"XCR32RL-R,120mm,RemoteSpeedLockout",265,No,No,No,Haibike,2751,2018,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",TektroHD-M286,Yes/No,SRSuntour,XCRLO-RAir29,265,No,No,No,Haibike,2861,2018,female,Pedelec
MountainBike/ATB,28,"S,M,L,XL",46,YamahaPW-SE,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreM6000,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoAceraM425,Yes/No,RockShox,"29""ReconSilver",265,No,No,No,Haibike,2971,2018,female,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,YamahaPW-SE,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"ShimanoDeoreXTM786ShadowPlus,20-Gang","['Hydraulische', 'Scheibenbremsen']",ShimanoMT500,Yes/No,RockShox,ReconRL120mm15QRRemote,265,No,No,No,Haibike,3,2018,female,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,20,"SramNX,11-Gang","['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,Raidon32LO-R,265,No,No,No,Haibike,3741,2018,female,Pedelec
